Index,UMAP1,UMAP2,cancer_type
UCC_Snyder_7729,12.865682,7.3695145,BLCA
UCC_Snyder_8728,12.892011,6.831538,BLCA
UCC_Snyder_9517,11.469395,7.37124,BLCA
Zhao_NatMed_2019-Pt003-ar-228,-3.6733098,6.715142,GBM
Zhao_NatMed_2019-Pt003-ar-231,-1.7109284,7.6480045,GBM
Zhao_NatMed_2019-Pt013-ar-222,-3.2128925,7.500157,GBM
Zhao_NatMed_2019-Pt013-ar-224,-3.2628798,7.770373,GBM
Zhao_NatMed_2019-Pt013-ar-225,-3.1603866,7.549383,GBM
Zhao_NatMed_2019-Pt020-ar-218,-3.22974,7.7206836,GBM
Zhao_NatMed_2019-Pt020-ar-221,-3.2926462,7.280634,GBM
Zhao_NatMed_2019-Pt021-ar-220,-3.417178,7.527547,GBM
Zhao_NatMed_2019-Pt021-ar-223,-2.4740453,7.1641955,GBM
Zhao_NatMed_2019-Pt024-ar-229,-2.9898555,7.7355313,GBM
Zhao_NatMed_2019-Pt025-ar-249,-1.9014695,7.4243345,GBM
Zhao_NatMed_2019-Pt046-ar-234,-3.4858198,6.9034367,GBM
Zhao_NatMed_2019-Pt046-ar-237,-2.885589,7.411113,GBM
Zhao_NatMed_2019-Pt053-ar-226,-2.1107142,7.587826,GBM
Zhao_NatMed_2019-Pt055-ar-247,-1.7481878,7.558866,GBM
Zhao_NatMed_2019-Pt055-ar-248,-2.0722294,7.3086658,GBM
Zhao_NatMed_2019-Pt056-ar-230,-1.9854125,7.6587906,GBM
Zhao_NatMed_2019-Pt056-ar-233,-3.517657,6.512596,GBM
Zhao_NatMed_2019-Pt069-ar-232,-3.7379308,6.510936,GBM
Zhao_NatMed_2019-Pt069-ar-235,-2.9758072,7.3769307,GBM
Zhao_NatMed_2019-Pt100-ar-245,-3.4210584,5.3186784,GBM
Zhao_NatMed_2019-Pt101-ar-243,-2.2410913,7.32864,GBM
Zhao_NatMed_2019-Pt102-ar-250,-3.2767272,7.6301594,GBM
Zhao_NatMed_2019-Pt103-ar-239,-3.387601,7.1837273,GBM
Zhao_NatMed_2019-Pt104-ar-240,-3.629202,7.193182,GBM
Choueiri_CCR_2016-p014-ar-325,-1.7383535,5.209845,KIRC
Choueiri_CCR_2016-p018-ar-318,-3.6557977,6.031286,KIRC
Choueiri_CCR_2016-p021-ar-301,-3.479647,5.4703403,KIRC
Choueiri_CCR_2016-p027-ar-866,-4.3861475,4.752232,KIRC
Choueiri_CCR_2016-p041-ar-306,-2.6893153,4.6269727,KIRC
Choueiri_CCR_2016-p050-ar-551,-3.0287168,4.679033,KIRC
Choueiri_CCR_2016-p073-ar-324,-4.4572453,5.16587,KIRC
Choueiri_CCR_2016-p090-ar-331,-1.2698209,6.10842,KIRC
Choueiri_CCR_2016-p093-ar-345,-3.3490214,5.511544,KIRC
Choueiri_CCR_2016-p096-ar-333,-4.551003,4.998528,KIRC
Choueiri_CCR_2016-p099-ar-320,-1.26793,5.663775,KIRC
Choueiri_CCR_2016-p102-ar-841,-4.088718,5.1366262,KIRC
Choueiri_CCR_2016-p105-ar-265,-0.9357614,7.157674,KIRC
Choueiri_CCR_2016-p106-ar-300,-4.6374254,4.8307176,KIRC
Choueiri_CCR_2016-p115-ar-329,-3.6064758,4.273579,KIRC
Choueiri_CCR_2016-p117-ar-327,-2.92716,4.8546047,KIRC
IMmotion150-p01155-ar-28f34,-4.686535,3.5167067,KIRC
IMmotion150-p03058-ar-c2dad,-4.7624984,1.5651314,KIRC
IMmotion150-p03363-ar-a74ac,-5.62849,4.163843,KIRC
IMmotion150-p03418-ar-d867a,-4.868387,4.1605783,KIRC
IMmotion150-p03665-ar-04d83,-3.4050496,1.8937415,KIRC
IMmotion150-p04168-ar-9925b,-3.492793,3.0216904,KIRC
IMmotion150-p05361-ar-cd767,-4.5592823,2.5857263,KIRC
IMmotion150-p05370-ar-27be5,-4.843019,2.3910608,KIRC
IMmotion150-p05544-ar-43b75,-3.9708714,3.1288528,KIRC
IMmotion150-p06184-ar-828f7,-5.6551323,4.313748,KIRC
IMmotion150-p07343-ar-2bb4a,-4.04883,2.805928,KIRC
IMmotion150-p07850-ar-50704,-3.9953558,1.7862775,KIRC
IMmotion150-p08100-ar-c4519,-2.8156316,3.4075246,KIRC
IMmotion150-p09050-ar-32c34,-2.8777535,2.0019033,KIRC
IMmotion150-p09862-ar-3ec4d,-4.63184,1.8410308,KIRC
IMmotion150-p10447-ar-3c1db,-5.5153584,2.4903636,KIRC
IMmotion150-p10717-ar-0e5a9,-5.262299,2.7708592,KIRC
IMmotion150-p11316-ar-e45c7,-4.4903007,1.3607203,KIRC
IMmotion150-p12053-ar-48bda,-4.4296403,4.5463724,KIRC
IMmotion150-p13588-ar-5af67,-4.739563,4.3228827,KIRC
IMmotion150-p14153-ar-71492,-4.473268,3.2362309,KIRC
IMmotion150-p14538-ar-1e0a2,-3.6947145,3.8750157,KIRC
IMmotion150-p14593-ar-9020f,-3.167658,2.7228441,KIRC
IMmotion150-p14998-ar-dc07b,-3.9132326,2.1618543,KIRC
IMmotion150-p16409-ar-85d99,-3.9525905,2.7584176,KIRC
IMmotion150-p16751-ar-7ebff,-4.7043457,3.7690387,KIRC
IMmotion150-p17379-ar-faed6,-4.427734,1.1859871,KIRC
IMmotion150-p17426-ar-6ae0d,-5.6107244,2.5011618,KIRC
IMmotion150-p17615-ar-f7d9d,-4.050411,1.4520724,KIRC
IMmotion150-p18226-ar-4f0a6,-2.9228995,2.8458924,KIRC
IMmotion150-p18256-ar-fbb29,-5.2217317,1.7804497,KIRC
IMmotion150-p18896-ar-ddffc,-4.199934,3.8162842,KIRC
IMmotion150-p19016-ar-c751b,-4.437515,1.9383553,KIRC
IMmotion150-p19507-ar-db0d1,-3.8538942,2.811739,KIRC
IMmotion150-p20763-ar-edbe1,-2.8129125,3.1882732,KIRC
IMmotion150-p21222-ar-1418a,-4.401335,4.1624207,KIRC
IMmotion150-p21389-ar-a2f5d,-4.6696687,3.2132583,KIRC
IMmotion150-p21589-ar-55cc6,-2.9283814,1.7723023,KIRC
IMmotion150-p25799-ar-49c4c,-5.56175,3.2682767,KIRC
IMmotion150-p26304-ar-d7dcd,-3.9354663,1.4975884,KIRC
IMmotion150-p26467-ar-a6506,-5.1227927,4.551002,KIRC
IMmotion150-p27487-ar-1478d,-4.481631,3.53437,KIRC
IMmotion150-p28132-ar-99560,-4.0598745,2.117204,KIRC
IMmotion150-p28238-ar-3482d,-3.4365892,3.9076912,KIRC
IMmotion150-p30781-ar-4ae11,-4.6715837,2.6404133,KIRC
IMmotion150-p31107-ar-a401d,-5.2162952,3.503831,KIRC
IMmotion150-p32412-ar-d386a,-4.8295097,3.2947469,KIRC
IMmotion150-p32845-ar-b9ecc,-4.4231434,3.8304107,KIRC
IMmotion150-p32922-ar-6366a,-5.566875,4.4564304,KIRC
IMmotion150-p33581-ar-1342d,-1.1265277,2.2379768,KIRC
IMmotion150-p33602-ar-6d415,-5.1034102,3.9539084,KIRC
IMmotion150-p34855-ar-89f86,-5.1793923,2.1689477,KIRC
IMmotion150-p35317-ar-355c3,-4.3917136,0.9128347,KIRC
IMmotion150-p35813-ar-90caf,-5.4871755,3.692341,KIRC
IMmotion150-p36298-ar-fad25,-4.310969,1.2615212,KIRC
IMmotion150-p36954-ar-44107,-3.20487,1.8528849,KIRC
IMmotion150-p37011-ar-a4d25,-4.213813,3.8780832,KIRC
IMmotion150-p37093-ar-3d98a,-4.8508167,2.278424,KIRC
IMmotion150-p37173-ar-293a5,-3.2962077,1.6363697,KIRC
IMmotion150-p38868-ar-e9e28,-4.133005,4.087791,KIRC
IMmotion150-p40536-ar-3579c,-3.699046,1.3429697,KIRC
IMmotion150-p41186-ar-1d209,-4.6065707,3.1924412,KIRC
IMmotion150-p43682-ar-c925d,-4.690601,1.1835549,KIRC
IMmotion150-p43872-ar-6c7f9,-5.184598,3.3123772,KIRC
IMmotion150-p44376-ar-ac07f,-3.5933108,1.8191862,KIRC
IMmotion150-p45459-ar-1af67,-4.082461,4.481103,KIRC
IMmotion150-p46605-ar-eb284,-5.443485,3.1197054,KIRC
IMmotion150-p47331-ar-ab299,-2.720563,1.9581261,KIRC
IMmotion150-p47721-ar-71f6b,-5.0279927,1.4804957,KIRC
IMmotion150-p48663-ar-37ce7,-4.66732,3.7556572,KIRC
IMmotion150-p48954-ar-37f99,-5.7375693,2.5986557,KIRC
IMmotion150-p49991-ar-5d93a,-4.4689717,1.6886288,KIRC
IMmotion150-p50066-ar-6c06c,-3.0650249,2.1687262,KIRC
IMmotion150-p50697-ar-605a2,-4.647423,4.2587285,KIRC
IMmotion150-p50830-ar-c3b4a,-5.406178,2.018625,KIRC
IMmotion150-p50976-ar-26f6d,-4.535361,3.2413874,KIRC
IMmotion150-p51832-ar-890dd,-3.6284668,2.6215775,KIRC
IMmotion150-p52272-ar-5b320,-4.6851497,1.7384663,KIRC
IMmotion150-p52299-ar-8e4c5,-2.6746483,2.7995775,KIRC
IMmotion150-p52837-ar-02ccc,-5.417606,2.3643353,KIRC
IMmotion150-p53162-ar-05824,-2.4614396,1.9333862,KIRC
IMmotion150-p53431-ar-d8ed2,-3.1745317,1.7147639,KIRC
IMmotion150-p54120-ar-0f1aa,-3.2025368,3.4575899,KIRC
IMmotion150-p54409-ar-fe8d6,-3.4856172,1.7947212,KIRC
IMmotion150-p55061-ar-46457,-4.6886706,3.6016057,KIRC
IMmotion150-p55684-ar-6de0a,-5.1752887,2.2189424,KIRC
IMmotion150-p55787-ar-a1497,-2.409181,2.7474754,KIRC
IMmotion150-p56237-ar-935a8,-5.217958,2.942309,KIRC
IMmotion150-p56741-ar-2a443,-4.2492623,0.88708615,KIRC
IMmotion150-p57764-ar-4767e,-4.00467,4.5022044,KIRC
IMmotion150-p57834-ar-689be,-4.896856,3.8581154,KIRC
IMmotion150-p58299-ar-b22ec,-4.3928504,1.331936,KIRC
IMmotion150-p58399-ar-79085,-4.3997645,4.0737023,KIRC
IMmotion150-p59051-ar-41711,-4.5816545,2.6115623,KIRC
IMmotion150-p59055-ar-4260f,-1.636475,3.5624566,KIRC
IMmotion150-p59257-ar-6f921,-3.3420255,2.9824932,KIRC
IMmotion150-p59809-ar-82372,-4.369549,2.0678942,KIRC
IMmotion150-p60596-ar-f566c,-5.0260367,3.0219781,KIRC
IMmotion150-p60814-ar-1c2a5,-4.3414755,4.8279514,KIRC
IMmotion150-p60815-ar-9d32a,-5.058027,2.5361125,KIRC
IMmotion150-p61622-ar-fa5bc,-5.284257,3.769999,KIRC
IMmotion150-p62140-ar-b5aff,-4.4355917,2.4607036,KIRC
IMmotion150-p63636-ar-c0f7a,-5.505269,2.6653445,KIRC
IMmotion150-p64208-ar-cb57a,-3.953135,2.3711667,KIRC
IMmotion150-p65110-ar-1da68,-5.15493,4.410597,KIRC
IMmotion150-p65181-ar-d3009,-4.8561254,1.3868562,KIRC
IMmotion150-p67597-ar-3e120,-4.421634,2.8361313,KIRC
IMmotion150-p68239-ar-97ff2,-3.3810887,2.6974216,KIRC
IMmotion150-p69129-ar-219d6,-2.897982,1.5927637,KIRC
IMmotion150-p69561-ar-e3544,-3.1916976,3.073396,KIRC
IMmotion150-p69645-ar-a30d9,-5.480798,4.4800067,KIRC
IMmotion150-p69986-ar-f1402,-4.7779555,2.984978,KIRC
IMmotion150-p71382-ar-b68f5,-4.013956,3.9884114,KIRC
IMmotion150-p71388-ar-986de,-4.271349,1.175921,KIRC
IMmotion150-p71514-ar-e7bfc,-4.627455,2.268582,KIRC
IMmotion150-p72473-ar-24ab7,-4.4753485,1.5853866,KIRC
IMmotion150-p73074-ar-379fe,-4.3748684,2.2522259,KIRC
IMmotion150-p73444-ar-3465e,-3.835329,3.0928853,KIRC
IMmotion150-p73644-ar-34124,-5.1827707,3.9188268,KIRC
IMmotion150-p74056-ar-e60f3,-4.746175,1.6734607,KIRC
IMmotion150-p75429-ar-a2056,-5.3008046,3.7432675,KIRC
IMmotion150-p75903-ar-ea05a,-3.34823,4.1515203,KIRC
IMmotion150-p76620-ar-e3505,-3.831912,1.9718136,KIRC
IMmotion150-p77236-ar-c51eb,-5.046683,2.1807456,KIRC
IMmotion150-p77592-ar-348b3,-3.8781993,3.228069,KIRC
IMmotion150-p77606-ar-73bce,-5.3931594,3.0977764,KIRC
IMmotion150-p77642-ar-cbdf8,-5.1509085,2.5161433,KIRC
IMmotion150-p77682-ar-10061,-3.562402,2.5362275,KIRC
IMmotion150-p77957-ar-88277,-0.7966112,5.185133,KIRC
IMmotion150-p78200-ar-d4750,-4.6193075,0.9381825,KIRC
IMmotion150-p78631-ar-e9937,-5.0631585,3.62398,KIRC
IMmotion150-p78812-ar-68e58,-3.7869987,2.7052188,KIRC
IMmotion150-p78903-ar-d309d,-5.1940284,3.942156,KIRC
IMmotion150-p80740-ar-0d631,-3.0998757,3.0361905,KIRC
IMmotion150-p82037-ar-d9253,-4.051424,1.1050382,KIRC
IMmotion150-p82438-ar-00760,-3.8529103,3.541343,KIRC
IMmotion150-p82773-ar-35d10,-5.300967,4.388795,KIRC
IMmotion150-p82892-ar-05ee2,-5.025719,2.0622687,KIRC
IMmotion150-p83356-ar-c889c,-3.9221609,3.3331704,KIRC
IMmotion150-p83425-ar-25f19,-4.0510297,3.0502853,KIRC
IMmotion150-p84637-ar-a617b,-3.0113916,2.208477,KIRC
IMmotion150-p84792-ar-cf28c,-2.1364362,4.482107,KIRC
IMmotion150-p84835-ar-0f59f,-5.5183606,3.928905,KIRC
IMmotion150-p87325-ar-e7c59,-4.997479,2.9412637,KIRC
IMmotion150-p87381-ar-053ea,-5.701988,2.1329162,KIRC
IMmotion150-p87690-ar-e7a69,-5.649578,2.4482427,KIRC
IMmotion150-p88355-ar-06384,-4.0446672,2.6980503,KIRC
IMmotion150-p89981-ar-824ee,-3.279897,2.2718,KIRC
IMmotion150-p90170-ar-91593,-4.8726525,4.660085,KIRC
IMmotion150-p90215-ar-05e00,-2.8664203,4.5752473,KIRC
IMmotion150-p90681-ar-3044c,-4.1913347,0.92196566,KIRC
IMmotion150-p90969-ar-eb279,-5.1462135,3.6114273,KIRC
IMmotion150-p91392-ar-c1e57,-5.194271,4.691076,KIRC
IMmotion150-p91890-ar-3f780,-3.7910867,4.56049,KIRC
IMmotion150-p92137-ar-a61f4,-4.297315,2.9285269,KIRC
IMmotion150-p92156-ar-acf8a,-5.5926914,3.905257,KIRC
IMmotion150-p92869-ar-e2339,-3.2072837,2.1714172,KIRC
IMmotion150-p93090-ar-65a4c,-5.727772,4.0884595,KIRC
IMmotion150-p96212-ar-544d1,-3.9513347,2.1426558,KIRC
IMmotion150-p96831-ar-c6d32,-4.619999,1.3415546,KIRC
IMmotion150-p97816-ar-1270d,-4.319155,3.3324766,KIRC
IMmotion150-p97909-ar-c7295,-3.2055216,4.7519484,KIRC
IMmotion150-p98637-ar-bcb5a,-4.3733296,1.2613072,KIRC
IMmotion150-p98987-ar-12652,-5.3351426,3.101864,KIRC
IMmotion150-p99039-ar-ef7b7,-2.241419,5.0647454,KIRC
Miao_Science_2018-p0005-ar-201,-3.5888538,3.4659917,KIRC
Miao_Science_2018-p0007-ar-200,-5.4260564,3.9149806,KIRC
Miao_Science_2018-p0010-ar-191,-4.6383686,2.1004932,KIRC
Miao_Science_2018-p0011-ar-202,-4.423293,1.3129281,KIRC
Miao_Science_2018-p0012-ar-206,-5.0748005,3.3809998,KIRC
Miao_Science_2018-p0013-ar-204,-5.118705,2.652292,KIRC
Miao_Science_2018-p0014-ar-199,-4.101151,1.7993861,KIRC
Miao_Science_2018-p0015-ar-194,-4.3957605,3.6662557,KIRC
Miao_Science_2018-p0018-ar-195,-4.592755,2.0865648,KIRC
Miao_Science_2018-p0019-ar-196,-3.6914272,3.2398245,KIRC
Miao_Science_2018-p0020-ar-193,-2.3986375,1.6041377,KIRC
Miao_Science_2018-p0021-ar-190,-4.0964966,3.2183354,KIRC
Miao_Science_2018-p0022-ar-198,-4.6233015,1.8620398,KIRC
Miao_Science_2018-p0023-ar-197,-5.0686684,2.397799,KIRC
Miao_Science_2018-p0024-ar-192,-2.5742912,2.0865722,KIRC
Miao_Science_2018-p0025-ar-205,-5.181525,2.040207,KIRC
Miao_Science_2018-p0026-ar-203,-3.6638901,5.1747966,KIRC
NSCLC_Ravi_SU2CLC-CLE-NIVO10-T1,20.034693,8.185422,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO18-T1,18.366468,7.314052,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO19-T1,17.562838,7.105078,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO20-T1,17.066557,7.9506054,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO2-T1,15.916705,7.881896,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO3-T1,17.022886,7.8658714,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO52-T1,17.380955,5.9449906,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO5-T1,17.000298,7.779695,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO9-T1,17.33215,5.7860866,LUAD
NSCLC_Ravi_SU2CLC-COL-1001-T1,16.863667,6.3367276,LUAD
NSCLC_Ravi_SU2CLC-COL-1008-T1,15.360933,8.557938,LUAD
NSCLC_Ravi_SU2CLC-COL-1017-T1,18.036041,7.1546974,LUAD
NSCLC_Ravi_SU2CLC-COL-1020-T1,18.726141,7.4260807,LUAD
NSCLC_Ravi_SU2CLC-COL-1021-T1,17.497332,6.541515,LUAD
NSCLC_Ravi_SU2CLC-COL-1022-T1,17.890675,5.7742805,LUAD
NSCLC_Ravi_SU2CLC-COL-1023-T1,15.284471,7.8649077,LUAD
NSCLC_Ravi_SU2CLC-COL-1026-T1,17.384924,6.223363,LUAD
NSCLC_Ravi_SU2CLC-COL-1029-T1,17.217678,7.4149356,LUAD
NSCLC_Ravi_SU2CLC-COL-1031-T1,16.133535,7.721588,LUAD
NSCLC_Ravi_SU2CLC-COL-1032-T1,18.49959,6.7671027,LUAD
NSCLC_Ravi_SU2CLC-COL-1033-T1,16.744259,6.035486,LUAD
NSCLC_Ravi_SU2CLC-COL-1034-T1,19.00319,7.3032737,LUAD
NSCLC_Ravi_SU2CLC-COL-1035-T1,15.615119,7.819508,LUAD
NSCLC_Ravi_SU2CLC-COL-1036-T1,16.607998,5.9466543,LUAD
NSCLC_Ravi_SU2CLC-COL-1037-T1,15.946845,7.9419007,LUAD
NSCLC_Ravi_SU2CLC-COL-1038-T1,16.163605,7.030614,LUAD
NSCLC_Ravi_SU2CLC-COL-1041-T1,17.142408,6.4625235,LUAD
NSCLC_Ravi_SU2CLC-COL-1043-T2,16.260363,7.7984076,LUAD
NSCLC_Ravi_SU2CLC-COL-1044-T1,16.461916,7.775216,LUAD
NSCLC_Ravi_SU2CLC-DFC-1001-T1,16.584827,6.401822,LUAD
NSCLC_Ravi_SU2CLC-DFC-1002-T1,16.95632,6.635776,LUAD
NSCLC_Ravi_SU2CLC-DFC-1004-T1,16.552887,6.251333,LUAD
NSCLC_Ravi_SU2CLC-DFC-1007-T1,18.419611,6.1129274,LUAD
NSCLC_Ravi_SU2CLC-DFC-1013-T1,16.911093,6.1241446,LUAD
NSCLC_Ravi_SU2CLC-DFC-1015-T2,16.091541,6.1693487,LUAD
NSCLC_Ravi_SU2CLC-DFC-1017-T2,19.13907,7.0630984,LUAD
NSCLC_Ravi_SU2CLC-DFC-1018-T1,19.38842,7.272142,LUAD
NSCLC_Ravi_SU2CLC-DFC-1019-T1,16.011473,6.871248,LUAD
NSCLC_Ravi_SU2CLC-DFC-1020-T1,17.490282,7.2054944,LUAD
NSCLC_Ravi_SU2CLC-DFC-1534-T1,18.501057,6.062865,LUAD
NSCLC_Ravi_SU2CLC-DFC-1536-T1,16.943184,6.3409314,LUAD
NSCLC_Ravi_SU2CLC-DFC-1537-T1,16.106716,6.5217295,LUAD
NSCLC_Ravi_SU2CLC-DFC-1538-T1,17.113802,6.2108884,LUAD
NSCLC_Ravi_SU2CLC-DFC-1539-T1,18.544947,6.6367955,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0033-T1,17.223217,6.9218993,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0107-T1,18.759935,6.1889086,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0108-T1,15.032145,8.080551,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0109-T1,18.690859,6.433837,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0112-T1,18.429398,6.7933626,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0241-T1,15.904996,8.202916,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0499-T1,17.120811,7.240025,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0510-T1,19.451708,7.1862493,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0512-T1,16.52845,6.841385,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0561-T1,18.832645,7.5872025,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0668-T1,18.852333,7.322606,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0790-T1,16.194128,6.9291086,LUAD
NSCLC_Ravi_SU2CLC-DFC-DF0840-T1,16.68669,7.2362986,LUAD
NSCLC_Ravi_SU2CLC-MDA-1441-T1,17.80327,6.1588597,LUAD
NSCLC_Ravi_SU2CLC-MDA-1442-T1,19.664062,7.2969894,LUAD
NSCLC_Ravi_SU2CLC-MDA-1443-T1,19.03886,7.4454737,LUAD
NSCLC_Ravi_SU2CLC-MDA-1561-T1,18.49348,6.117562,LUAD
NSCLC_Ravi_SU2CLC-MDA-1562-T1,18.731686,6.5202713,LUAD
NSCLC_Ravi_SU2CLC-MDA-1627-T1,16.085255,7.424032,LUAD
NSCLC_Ravi_SU2CLC-MDA-1628-T1,16.869333,6.865458,LUAD
NSCLC_Ravi_SU2CLC-MDA-1630-T1,17.83632,7.5623474,LUAD
NSCLC_Ravi_SU2CLC-MDA-1631-T1,19.35108,7.2204914,LUAD
NSCLC_Ravi_SU2CLC-MGH-1054-T2,18.47529,7.4350104,LUAD
NSCLC_Ravi_SU2CLC-MGH-1135-T2,18.184805,6.407268,LUAD
NSCLC_Ravi_SU2CLC-MGH-1149-T1,16.372566,6.336084,LUAD
NSCLC_Ravi_SU2CLC-MGH-1161-T2,16.47046,7.2912064,LUAD
NSCLC_Ravi_SU2CLC-MGH-1163-T1,18.807768,6.4136515,LUAD
NSCLC_Ravi_SU2CLC-MGH-1169-T1,18.046856,7.0170207,LUAD
NSCLC_Ravi_SU2CLC-MGH-1387-T1,17.261253,6.662868,LUAD
NSCLC_Ravi_SU2CLC-MGH-1411-T1,18.292788,6.6442204,LUAD
NSCLC_Ravi_SU2CLC-MGH-1412-T1,16.618929,7.7781734,LUAD
NSCLC_Ravi_SU2CLC-MGH-1413-T1,17.691103,5.92612,LUAD
NSCLC_Ravi_SU2CLC-MGH-1414-T1,16.643663,6.740988,LUAD
NSCLC_Ravi_SU2CLC-MGH-1415-T1,16.143026,8.007697,LUAD
NSCLC_Ravi_SU2CLC-MGH-1416-T1,16.531488,7.143745,LUAD
NSCLC_Ravi_SU2CLC-MGH-1417-T1,18.835669,7.062029,LUAD
NSCLC_Ravi_SU2CLC-MGH-1487-T1,19.13015,7.391567,LUAD
NSCLC_Ravi_SU2CLC-MGH-1488-T1,17.585257,6.1742315,LUAD
NSCLC_Ravi_SU2CLC-MGH-1489-T1,19.23028,7.150613,LUAD
NSCLC_Ravi_SU2CLC-MGH-1490-T1,16.774395,7.6170197,LUAD
NSCLC_Ravi_SU2CLC-MGH-1493-T1,15.500938,8.127234,LUAD
NSCLC_Ravi_SU2CLC-MGH-1495-T1,16.327978,7.7168207,LUAD
NSCLC_Ravi_SU2CLC-MGH-1501-T1,17.246925,6.892181,LUAD
NSCLC_Ravi_SU2CLC-MGH-1568-T1,17.48615,7.1559544,LUAD
NSCLC_Ravi_SU2CLC-MGH-1572-T1,18.22403,7.284258,LUAD
NSCLC_Ravi_SU2CLC-MGH-1574-T1,15.031994,8.137717,LUAD
NSCLC_Ravi_SU2CLC-MGH-1575-T1,17.89361,6.453431,LUAD
NSCLC_Ravi_SU2CLC-MSK-1364-T1,18.86061,6.5716233,LUAD
NSCLC_Ravi_SU2CLC-MSK-1365-T1,19.365377,6.9915686,LUAD
NSCLC_Ravi_SU2CLC-MSK-A2013-T1,16.726067,6.1910195,LUAD
NSCLC_Ravi_SU2CLC-MSK-A2014-T1,18.874722,7.3726406,LUAD
NSCLC_Ravi_SU2CLC-MSK-A2060-T1,16.216593,6.1230955,LUAD
NSCLC_Ravi_SU2CLC-MSK-A2075-T1,17.854513,7.438222,LUAD
NSCLC_Ravi_SU2CLC-UCD-1124-T1,17.820364,6.2677665,LUAD
NSCLC_Ravi_SU2CLC-UCD-1142-T1,17.534344,7.4804273,LUAD
NSCLC_Ravi_SU2CLC-UCD-1143-T1,16.251087,6.6498866,LUAD
NSCLC_Ravi_SU2CLC-UCD-1557-T1,18.521465,7.2492833,LUAD
NSCLC_Ravi_SU2CLC-UCD-1560-T1,15.824142,8.1106205,LUAD
NSCLC_Ravi_SU2CLC-CLE-NIVO24-T1,18.574554,8.223054,LUSC
NSCLC_Ravi_SU2CLC-CLE-NIVO31-T1,19.584326,7.551775,LUSC
NSCLC_Ravi_SU2CLC-COL-1007-T1,18.577671,7.2458253,LUSC
NSCLC_Ravi_SU2CLC-COL-1010-T1,18.015446,6.646022,LUSC
NSCLC_Ravi_SU2CLC-COL-1016-T1,18.620356,7.5319705,LUSC
NSCLC_Ravi_SU2CLC-COL-1018-T1,16.499134,10.441711,LUSC
NSCLC_Ravi_SU2CLC-COL-1025-T1,18.912098,7.17465,LUSC
NSCLC_Ravi_SU2CLC-COL-1027-T1,14.717399,8.041792,LUSC
NSCLC_Ravi_SU2CLC-COL-1039-T2,17.995562,7.7216215,LUSC
NSCLC_Ravi_SU2CLC-DFC-1016-T1,16.65909,6.96015,LUSC
NSCLC_Ravi_SU2CLC-DFC-1535-T1,18.89204,7.2875433,LUSC
NSCLC_Ravi_SU2CLC-DFC-DF0047-T1,15.019236,8.182036,LUSC
NSCLC_Ravi_SU2CLC-MDA-1444-T1,18.973711,6.9893913,LUSC
NSCLC_Ravi_SU2CLC-MDA-1563-T1,18.664251,6.8532553,LUSC
NSCLC_Ravi_SU2CLC-MDA-1564-T1,19.527006,7.453904,LUSC
NSCLC_Ravi_SU2CLC-MGH-1044-T1,18.088602,6.428394,LUSC
NSCLC_Ravi_SU2CLC-MGH-1055-T1,19.184847,7.570823,LUSC
NSCLC_Ravi_SU2CLC-MGH-1148-T1,18.691473,7.649689,LUSC
NSCLC_Ravi_SU2CLC-MGH-1150-T1,18.644712,7.4896927,LUSC
NSCLC_Ravi_SU2CLC-MGH-1389-T1,17.531599,6.9075108,LUSC
NSCLC_Ravi_SU2CLC-MGH-1409-T1,16.126543,6.4910474,LUSC
NSCLC_Ravi_SU2CLC-MGH-1492-T1,16.422491,6.7908363,LUSC
NSCLC_Ravi_SU2CLC-MGH-1500-T1,17.394022,8.13358,LUSC
NSCLC_Ravi_SU2CLC-MGH-1565-T1,19.106867,7.726929,LUSC
NSCLC_Ravi_SU2CLC-UCD-1137-T1,14.957361,8.333256,LUSC
MEL-IPI_Pat03-Tumor-SM-4DJZY,-2.4008048,4.91709,SKCM
MEL-IPI_Pat06-Tumor-SM-4DK12,-2.002714,2.0921981,SKCM
MEL-IPI_Pat08-Tumor-SM-4DK14,-0.097058475,4.127361,SKCM
MEL-IPI_Pat14-Tumor-SM-53U3C,-5.015743,2.9608846,SKCM
